@relation CornellMovies_v2

@attribute positive_adjectives_count numeric
@attribute negative_adjectives_count numeric
@attribute positive_to_negative_ratio_of_adjectives_count numeric
@attribute positive_to_negative_ratio_of_adverbs_count numeric
@attribute positive_adverbs_count_and_bigrams_with_adverbs numeric
@attribute negative_adverbs_count_and_bigrams_with_adverbs numeric
@attribute positive_adjectives_count_and_bigrams_with_adjectives numeric
@attribute negative_adjectives_count_and_bigrams_with_adjectives numeric
@attribute positive_to_negative_ratio_of_adjectives_count_and_bigrams_with_adjectives numeric
@attribute positive_to_negative_ratio_of_adverbs_count_and_bigrams_with_adverbs numeric
@attribute selected_ngrams_count numeric
@attribute original_document_size numeric
@attribute positive_unigrams_and_bigrams_count numeric
@attribute negative_unigrams_and_bigrams_count numeric
@attribute percentage_of_negated_ngrams_by_document_size numeric
@attribute positive_to_negative_ratio_of_unigrams_and_bigrams_count numeric
@attribute positive_unigrams_bigrams_and_trigrams_count numeric
@attribute negative_unigrams_bigrams_and_trigrams_count numeric
@attribute positive_to_negative_ratio_of_unigrams_bigrams_and_trigrams_count numeric
@attribute positive_adjectives_sum numeric
@attribute negative_adjectives_sum numeric
@attribute positive_to_negative_ratio_of_adjectives_sum numeric
@attribute positive_to_negative_ratio_of_adverbs_sum numeric
@attribute sum_ratio_of_positive_adjectives numeric
@attribute sum_ratio_of_positive_adverbs numeric
@attribute sum_ratio_of_negative_adjectives numeric
@attribute sum_ratio_of_negative_adverbs numeric
@attribute positive_adverbs_sum_and_bigrams_with_adverbs numeric
@attribute negative_adverbs_sum_and_bigrams_with_adverbs numeric
@attribute positive_adjectives_sum_and_bigrams_with_adjectives numeric
@attribute negative_adjectives_sum_and_bigrams_with_adjectives numeric
@attribute positive_to_negative_ratio_of_adjectives_sum_and_bigrams_with_adjectives numeric
@attribute positive_to_negative_ratio_of_adverbs_sum_and_bigrams_with_adverbs numeric
@attribute sum_ratio_of_positive_adjectives_and_bigrams_with_adjectives numeric
@attribute sum_ratio_of_negative_adjectives_and_bigrams_with_adjectives numeric
@attribute sum_ratio_of_positive_adverbs_and_bigrams_with_adverbs numeric
@attribute sum_ratio_of_negative_adverbs_and_bigrams_with_adverbs numeric
@attribute positive_unigrams_and_bigrams_sum numeric
@attribute negative_unigrams_and_bigrams_sum numeric
@attribute sum_ratio_of_positive_unigrams_and_bigrams numeric
@attribute sum_ratio_of_negative_unigrams_and_bigrams numeric
@attribute positive_to_negative_ratio_of_unigrams_and_bigrams_sum numeric
@attribute positive_unigrams_bigrams_and_trigrams_sum numeric
@attribute negative_unigrams_bigrams_and_trigrams_sum numeric
@attribute sum_ratio_of_positive_unigrams_bigrams_and_trigrams numeric
@attribute sum_ratio_of_negative_unigrams_bigrams_and_trigrams numeric
@attribute positive_to_negative_ratio_of_unigrams_bigrams_and_trigrams_sum numeric
@attribute max_rule_for_adjective numeric
@attribute max_rule_for_adverbs_and_bigrams_with_adverbs numeric
@attribute max_rule_for_adjective_and_bigrams_with_adjectives numeric
@attribute max_rule_for_unigrams_and_bigrams numeric
@attribute max_rule_for_unigrams_bigrams_and_trigrams numeric
@attribute polarity {positive,negative}

@data
47,38,9,1,3,2,51,50,1,1,106,1039,54,52,0.009625,2,54,52,2,12.221157,-15.197178,-2.976021,0.012195,0.011762,0.000456,-0.014627,-0.000444,0.47331,-0.461115,13.577073,-19.871933,-6.29486,0.012195,0.013067,-0.019126,0.000456,-0.000444,14.050383,-20.333048,0.013523,-0.01957,-6.282665,14.050383,-20.333048,0.013523,-0.01957,34.38343,0,1,0,0,0,negative
26,25,1,6,8,2,34,33,1,6,77,756,42,35,0.010582,7,42,35,7,8.177755,-11.65077,-3.473015,-0.042488,0.010817,0.000716,-0.015411,-0.000772,0.562017,-1.022835,10.170775,-14.892085,-4.72131,-0.460818,0.013453,-0.019699,0.000743,-0.001353,10.732792,-15.91492,0.014197,-0.021051,-5.182128,10.732792,-15.91492,0.014197,-0.021051,26.647712,0,0,0,0,0,negative
37,18,19,0,3,3,44,30,14,0,80,904,47,33,0.011062,14,47,33,14,11.58636,-6.091635,5.494725,-0.037435,0.012817,0.000478,-0.006739,-0.000519,0.43205,-0.469485,14.441555,-10.244338,4.197218,-0.037435,0.015975,-0.011332,0.000478,-0.000519,14.873605,-10.713823,0.016453,-0.011852,4.159783,14.873605,-10.713823,0.016453,-0.011852,25.587428,0,0,0,0,0,negative
34,25,9,1,6,4,37,28,9,2,75,859,43,32,0,11,43,32,11,6.7896,-7.2018,-0.4122,0.421688,0.007904,0.001014,-0.008384,-0.000523,0.911977,-0.449595,8.206618,-8.371139,-0.164521,0.462382,0.009554,-0.009745,0.001062,-0.000523,9.118594,-8.820734,0.010615,-0.010269,0.297861,9.118594,-8.820734,0.010615,-0.010269,17.939328,0,1,0,0,0,positive
22,19,3,4,6,1,26,27,-1,5,60,939,32,28,0.005325,4,32,28,4,6.527878,-6.331703,0.196176,0.536183,0.006952,0.000667,-0.006743,-0.000096,0.773499,-0.09012,7.399343,-10.251838,-2.852495,0.683379,0.00788,-0.010918,0.000824,-0.000096,8.172843,-10.341958,0.008704,-0.011014,-2.169116,8.172843,-10.341958,0.008704,-0.011014,18.514801,0,1,0,0,0,negative
26,19,7,7,7,0,28,19,9,7,54,593,35,19,0,16,35,19,16,7.54218,-9.165495,-1.623315,0.719817,0.012719,0.001214,-0.015456,0,0.719817,0,7.94479,-9.165495,-1.220705,0.719817,0.013398,-0.015456,0.001214,0,8.664607,-9.165495,0.014611,-0.015456,-0.500888,8.664607,-9.165495,0.014611,-0.015456,17.830102,0,1,0,0,0,negative
54,14,40,4,4,0,56,14,42,4,74,787,60,14,0,46,60,14,46,18.65521,-7.204185,11.451025,0.74206,0.023704,0.000943,-0.009154,0,0.74206,0,19.67899,-7.204185,12.474805,0.74206,0.025005,-0.009154,0.000943,0,20.42105,-7.204185,0.025948,-0.009154,13.216865,20.42105,-7.204185,0.025948,-0.009154,27.625235,0,1,0,0,0,positive
38,28,10,7,8,1,50,32,18,7,91,1285,58,33,0.001556,25,58,33,25,10.253452,-8.662021,1.59143,-0.03565,0.007979,0.000463,-0.006741,-0.00049,0.59444,-0.63009,12.547629,-10.081626,2.466003,-0.03565,0.009765,-0.007846,0.000463,-0.00049,13.142069,-10.711716,0.010227,-0.008336,2.430353,13.142069,-10.711716,0.010227,-0.008336,23.853785,0,0,0,0,0,negative
39,23,16,0,3,3,44,31,13,0,81,779,47,34,0,13,47,34,13,12.55319,-7.69758,4.85561,-1.017055,0.016114,0.000106,-0.009881,-0.001412,0.08252,-1.099575,14.76591,-11.528666,3.237245,-1.017055,0.018955,-0.014799,0.000106,-0.001412,14.84843,-12.628241,0.019061,-0.016211,2.22019,14.84843,-12.628241,0.019061,-0.016211,27.476671,0,0,0,0,0,negative
33,11,22,4,4,3,37,16,21,1,60,670,41,19,0.007463,22,41,19,22,6.956395,-5.48898,1.467415,0.5537,0.010383,0.000826,-0.008193,0,0.5537,-1.00589,10.044153,-7.84378,2.200373,-0.45219,0.014991,-0.011707,0.000826,-0.001501,10.597853,-8.84967,0.015818,-0.013208,1.748183,10.597853,-8.84967,0.015818,-0.013208,19.447523,0,0,0,0,0,positive
36,22,14,0,3,3,43,27,16,0,76,735,46,30,0.004082,16,46,30,16,10.990083,-9.574875,1.415208,-0.13058,0.014952,0.000532,-0.013027,-0.000709,0.47331,-0.89929,13.465096,-11.969448,1.495649,-0.42598,0.01832,-0.016285,0.000644,-0.001224,13.938406,-12.868738,0.018964,-0.017508,1.069669,13.938406,-12.868738,0.018964,-0.017508,26.807144,0,0,0,0,0,negative
35,9,26,0,5,3,37,12,25,2,57,681,42,15,0,27,42,15,27,8.7954,-5.07339,3.72201,0.348667,0.012915,0.000644,-0.00745,-0.000132,1.27559,-0.09012,10.401198,-6.483765,3.917433,1.18547,0.015273,-0.009521,0.001873,-0.000132,11.676788,-6.573885,0.017147,-0.009653,5.102903,11.676788,-6.573885,0.017147,-0.009653,18.250673,0,1,0,0,0,negative
38,16,22,4,5,1,41,18,23,4,65,882,46,19,0,27,46,19,27,7.5028,-5.39793,2.10487,0.606197,0.008507,0.000789,-0.00612,-0.000102,0.696317,-0.09012,8.314705,-6.271755,2.04295,0.606197,0.009427,-0.007111,0.000789,-0.000102,9.011022,-6.361875,0.010217,-0.007213,2.649147,9.011022,-6.361875,0.010217,-0.007213,15.372897,1,1,1,1,1,negative
26,18,8,0,1,1,30,20,10,0,52,819,31,21,0,10,31,21,10,8.03787,-5.90907,2.1288,0.175073,0.009814,0.00022,-0.007215,-0.000006,0.18003,-0.004958,9.58055,-6.974175,2.606375,0.175073,0.011698,-0.008515,0.00022,-0.000006,9.76058,-6.979133,0.011918,-0.008522,2.781448,9.76058,-6.979133,0.011918,-0.008522,16.739713,0,1,0,0,0,positive
53,52,1,6,10,5,60,62,-2,5,137,1141,70,67,0.001753,3,70,67,3,13.69839,-12.481155,1.217235,0.28417,0.012006,0.00082,-0.010939,-0.000571,0.93604,-1.066995,16.566906,-18.103227,-1.536322,-0.130955,0.01452,-0.015866,0.00082,-0.000935,17.502946,-19.170222,0.01534,-0.016801,-1.667277,17.502946,-19.170222,0.01534,-0.016801,36.673168,0,0,0,0,0,negative
25,13,12,0,4,5,31,16,15,-1,56,630,35,21,0.006349,14,35,21,14,7.04601,-6.071318,0.974693,0.416085,0.011184,0.002046,-0.009637,-0.001386,1.28913,-1.17765,8.093808,-6.625,1.468808,0.11148,0.012847,-0.010516,0.002046,-0.001869,9.382938,-7.80265,0.014894,-0.012385,1.580288,9.382938,-7.80265,0.014894,-0.012385,17.185588,0,1,0,0,0,negative
23,13,10,0,1,1,26,14,12,0,42,483,27,15,0,12,27,15,12,6.73042,-4.447725,2.282695,-0.45183,0.013935,0.000369,-0.009209,-0.001305,0.17826,-0.63009,8.472494,-4.63533,3.837164,-0.45183,0.017541,-0.009597,0.000369,-0.001305,8.650754,-5.26542,0.01791,-0.010901,3.385334,8.650754,-5.26542,0.01791,-0.010901,13.916174,0,0,1,1,1,positive
24,13,11,4,4,0,27,16,11,4,47,529,31,16,0,15,31,16,15,7.19364,-6.242918,0.950723,0.521307,0.013599,0.000985,-0.011801,0,0.521307,0,7.56864,-8.09559,-0.52695,0.521307,0.014307,-0.015304,0.000985,0,8.089947,-8.09559,0.015293,-0.015304,-0.005643,8.089947,-8.09559,0.015293,-0.015304,16.185537,0,1,0,0,0,negative
40,33,7,6,6,0,46,38,8,6,90,949,52,38,0,14,52,38,14,11.1466,-11.34783,-0.20123,1.16755,0.011746,0.00123,-0.011958,0,1.16755,0,13.29469,-13.66455,-0.369861,1.16755,0.014009,-0.014399,0.00123,0,14.46224,-13.66455,0.015239,-0.014399,0.79769,14.46224,-13.66455,0.015239,-0.014399,28.12679,0,1,0,0,0,negative
41,19,22,1,4,3,47,23,24,1,77,712,51,26,0.004213,25,51,26,25,11.7599,-5.398088,6.361813,-0.069455,0.016517,0.000612,-0.007582,-0.00071,0.43579,-0.505245,13.993178,-6.194253,7.798925,-0.069455,0.019653,-0.0087,0.000612,-0.00071,14.428968,-6.699498,0.020265,-0.009409,7.72947,14.428968,-6.699498,0.020265,-0.009409,21.128465,0,1,0,0,0,positive
25,10,15,0,3,2,28,11,17,1,44,615,31,13,0.001626,18,31,13,18,8.865308,-6.01863,2.846678,-0.560513,0.014415,0.000451,-0.009786,-0.001362,0.569578,-0.837653,9.654144,-6.37113,3.283014,-0.268075,0.015698,-0.01036,0.000926,-0.001362,10.223721,-7.208783,0.016624,-0.011722,3.014939,10.223721,-7.208783,0.016624,-0.011722,17.432504,0,0,0,0,0,negative
17,19,-2,4,5,2,24,28,-4,3,60,618,29,30,0.008091,-1,29,31,-2,6.76127,-7.888403,-1.127133,0.015787,0.010941,0.000697,-0.012764,-0.000672,0.430912,-0.837595,9.795883,-12.662793,-2.86691,-0.406683,0.015851,-0.02049,0.000697,-0.001355,10.226794,-13.500388,0.016548,-0.021845,-3.273593,10.226794,-14.052088,0.016548,-0.022738,24.278882,0,0,0,0,0,negative
35,20,15,3,5,2,40,26,14,3,73,928,45,28,0.001078,17,45,28,17,9.37252,-7.511525,1.860995,0.022225,0.0101,0.000653,-0.008094,-0.000629,0.6061,-0.583875,11.26277,-9.94092,1.32185,0.022225,0.012137,-0.010712,0.000653,-0.000629,11.86887,-10.524795,0.01279,-0.011341,1.344075,11.86887,-10.524795,0.01279,-0.011341,22.393665,0,0,0,0,0,negative
37,19,18,7,7,0,39,24,15,7,70,559,46,24,0.007156,22,46,24,22,11.63861,-6.61473,5.02388,0.816237,0.02082,0.00146,-0.011833,0,0.816237,0,12.96495,-8.494825,4.470125,0.816237,0.023193,-0.015196,0.00146,0,13.781187,-8.494825,0.024653,-0.015196,5.286362,13.781187,-8.494825,0.024653,-0.015196,22.276012,0,1,1,1,1,positive
15,11,4,0,1,0,19,16,3,1,36,527,20,16,0.009488,4,20,16,4,4.22256,-2.29962,1.92294,0,0.008012,0,-0.004364,0,0.44564,0,5.316185,-3.858123,1.458063,0.44564,0.010088,-0.007321,0.000846,0,5.761825,-3.858123,0.010933,-0.007321,1.903703,5.761825,-3.858123,0.010933,-0.007321,9.619948,1,1,1,1,1,negative
36,22,14,0,3,3,43,27,16,0,76,735,46,30,0.004082,16,46,30,16,10.990083,-9.574875,1.415208,-0.13058,0.014952,0.000532,-0.013027,-0.000709,0.47331,-0.89929,13.465096,-11.969448,1.495649,-0.42598,0.01832,-0.016285,0.000644,-0.001224,13.938406,-12.868738,0.018964,-0.017508,1.069669,13.938406,-12.868738,0.018964,-0.017508,26.807144,0,0,0,0,0,negative
46,11,35,0,2,2,51,17,34,0,72,685,53,19,0.008759,34,53,19,34,12.19763,-5.780685,6.416945,0.36346,0.017807,0.000662,-0.008439,-0.000132,0.45358,-0.09012,13.178685,-7.786105,5.39258,0.36346,0.019239,-0.011367,0.000662,-0.000132,13.632265,-7.876225,0.019901,-0.011498,5.75604,13.632265,-7.876225,0.019901,-0.011498,21.50849,0,1,0,0,0,positive
43,26,17,0,2,1,49,34,15,1,86,828,51,35,0.004831,16,51,35,16,10.850975,-9.815555,1.03542,0.119255,0.013105,0.000236,-0.011855,-0.000092,0.357785,-0.07614,12.623559,-13.841099,-1.21754,0.281645,0.015246,-0.016716,0.000432,-0.000092,12.981344,-13.917239,0.015678,-0.016808,-0.935895,12.981344,-13.917239,0.015678,-0.016808,26.898583,0,1,0,0,0,negative
44,17,27,1,4,1,53,24,29,3,82,881,57,25,0.007946,32,57,25,32,10.076835,-6.255848,3.820988,0.05344,0.011438,0.000163,-0.007101,-0.000102,0.36699,-0.09012,12.946695,-9.72992,3.216775,0.27687,0.014695,-0.011044,0.000417,-0.000102,13.313685,-9.82004,0.015112,-0.011146,3.493645,13.313685,-9.82004,0.015112,-0.011146,23.133725,0,1,0,0,0,negative
53,21,32,3,3,0,56,28,28,3,87,828,59,28,0.006039,31,59,28,31,11.568226,-6.713033,4.855193,0.22511,0.013971,0.000272,-0.008108,0,0.22511,0,12.094607,-9.190137,2.90447,0.22511,0.014607,-0.011099,0.000272,0,12.319717,-9.190137,0.014879,-0.011099,3.12958,12.319717,-9.190137,0.014879,-0.011099,21.509853,0,1,0,0,0,positive
31,20,11,3,3,0,33,22,11,3,58,757,36,22,0,14,36,22,14,10.971747,-11.901,-0.929253,0.43579,0.014494,0.000576,-0.015721,0,0.43579,0,11.295551,-13.231944,-1.936393,0.43579,0.014921,-0.017479,0.000576,0,11.731341,-13.231944,0.015497,-0.017479,-1.500603,11.731341,-13.231944,0.015497,-0.017479,24.963285,0,1,0,0,0,negative
30,10,20,-1,3,5,33,12,21,-2,53,572,36,17,0.003497,19,36,17,19,9.534524,-3.09423,6.440294,0.34671,0.016669,0.001301,-0.005409,-0.000695,1.02162,-1.190395,10.274054,-3.632143,6.641911,-0.168775,0.017962,-0.00635,0.001786,-0.002081,11.295674,-4.822538,0.019748,-0.008431,6.473136,11.295674,-4.822538,0.019748,-0.008431,16.118212,0,0,0,0,0,negative
26,15,11,-4,0,4,30,18,12,-4,52,615,30,22,0,8,30,22,8,7.14276,-6.914775,0.227985,-0.09012,0.011614,0,-0.011244,-0.000147,0,-0.09012,8.752004,-8.336055,0.415949,-0.09012,0.014231,-0.013555,0,-0.000147,8.752004,-8.426175,0.014231,-0.013701,0.325829,8.752004,-8.426175,0.014231,-0.013701,17.178179,0,0,0,0,0,negative
30,16,14,-2,2,3,33,17,16,-1,55,1014,35,20,0.000986,15,35,20,15,6.45375,-3.96111,2.49264,-0.70722,0.006365,0.000088,-0.003906,-0.000785,0.17826,-0.79635,7.04642,-4.887495,2.158925,-0.61809,0.006949,-0.00482,0.000176,-0.000785,7.22468,-5.683845,0.007125,-0.005605,1.540835,7.22468,-5.683845,0.007125,-0.005605,12.908525,0,0,0,0,0,positive
21,10,11,-1,1,2,28,17,11,-1,48,518,29,19,0.009653,10,29,19,10,6.2236,-4.69647,1.52713,-1.017708,0.012015,0.000053,-0.009067,-0.002018,0.027507,-1.045215,9.24766,-8.830645,0.417015,-1.017708,0.017853,-0.017048,0.000053,-0.002018,9.275167,-9.87586,0.017906,-0.019065,-0.600693,9.275167,-9.87586,0.017906,-0.019065,19.151027,0,0,0,0,0,negative
28,13,15,6,8,1,35,30,5,7,74,923,43,31,0.013001,12,43,31,12,9.489889,-3.421403,6.068486,0.622193,0.010282,0.000674,-0.003707,0,0.854669,-0.411683,13.074038,-10.79938,2.274658,0.442987,0.014165,-0.0117,0.000926,-0.000446,13.928707,-11.211063,0.015091,-0.012146,2.717644,13.928707,-11.211063,0.015091,-0.012146,25.13977,0,0,0,0,0,negative
58,13,45,0,3,3,65,18,47,0,89,760,68,21,0.007895,47,68,21,47,11.840121,-6.1944,5.645721,-0.58803,0.015579,0.000623,-0.008151,-0.001397,0.47331,-1.06134,13.683396,-7.904586,5.77881,-0.58803,0.018004,-0.010401,0.000623,-0.001397,14.156706,-8.965926,0.018627,-0.011797,5.19078,14.156706,-8.965926,0.018627,-0.011797,23.122632,0,0,0,0,0,positive
50,38,12,-1,1,2,60,46,14,-1,109,1064,61,48,0.005639,13,61,48,13,10.34217,-12.946075,-2.603905,-0.60193,0.00972,0.000078,-0.012167,-0.000643,0.08252,-0.68445,12.977345,-16.398215,-3.42087,-0.60193,0.012197,-0.015412,0.000078,-0.000643,13.059865,-17.082665,0.012274,-0.016055,-4.0228,13.059865,-17.082665,0.012274,-0.016055,30.14253,0,0,0,0,0,negative
27,16,11,5,5,0,32,20,12,5,57,733,37,20,0.005457,17,37,20,17,6.51989,-6.415365,0.104525,0.732765,0.008895,0.001,-0.008752,0,0.732765,0,8.688022,-7.20507,1.482952,0.732765,0.011853,-0.00983,0.001,0,9.420787,-7.20507,0.012852,-0.00983,2.215717,9.420787,-7.20507,0.012852,-0.00983,16.625857,0,1,0,0,0,negative
35,18,17,1,3,2,35,19,16,1,59,720,38,21,0.001389,17,38,21,17,9.23241,-5.840595,3.391815,0.439145,0.012823,0.001148,-0.008112,-0.000538,0.82658,-0.387435,9.23241,-6.150575,3.081835,0.439145,0.012823,-0.008542,0.001148,-0.000538,10.05899,-6.53801,0.013971,-0.009081,3.52098,10.05899,-6.53801,0.013971,-0.009081,16.597,0,1,0,0,0,positive
30,24,6,3,5,2,35,29,6,3,71,749,40,31,0,9,40,31,9,6.344315,-8.72061,-2.376295,0.180265,0.00847,0.000795,-0.011643,-0.000554,0.59539,-0.415125,7.5777,-10.236526,-2.658826,0.180265,0.010117,-0.013667,0.000795,-0.000554,8.17309,-10.651651,0.010912,-0.014221,-2.478561,8.17309,-10.651651,0.010912,-0.014221,18.824741,0,0,0,0,0,negative
30,8,22,2,3,2,36,13,23,1,54,616,39,15,0.006494,24,39,15,24,6.331812,-3.020265,3.311547,0.069735,0.010279,0.001061,-0.004903,-0.000948,0.65361,-0.808555,8.69397,-5.483675,3.210295,-0.154945,0.014114,-0.008902,0.001061,-0.001313,9.34758,-6.29223,0.015175,-0.010215,3.05535,9.34758,-6.29223,0.015175,-0.010215,15.63981,0,0,0,0,0,negative
28,21,7,0,1,1,37,36,1,0,75,917,38,37,0.016358,1,38,37,1,9.030175,-6.230838,2.799338,-0.354085,0.009848,0.000067,-0.006795,-0.000453,0.06104,-0.415125,12.942073,-10.709101,2.232972,-0.354085,0.014113,-0.011678,0.000067,-0.000453,13.003113,-11.124226,0.01418,-0.012131,1.878887,13.003113,-11.124226,0.01418,-0.012131,24.127338,0,0,0,0,0,negative
29,8,21,3,4,1,33,14,19,3,52,690,37,15,0.004348,22,37,15,22,7.775965,-3.747765,4.0282,0.573845,0.01127,0.001433,-0.005432,-0.000602,0.98897,-0.415125,8.949153,-6.233683,2.71547,0.573845,0.01297,-0.009034,0.001433,-0.000602,9.938123,-6.648808,0.014403,-0.009636,3.289315,9.938123,-6.648808,0.014403,-0.009636,16.586931,0,0,0,0,0,positive
26,20,6,9,11,3,31,23,8,8,69,550,42,26,0.001818,16,42,27,15,9.65727,-5.460795,4.196475,0.424956,0.017559,0.000937,-0.009929,-0.000164,0.515076,-0.56949,11.304358,-6.31698,4.987378,-0.054414,0.020553,-0.011485,0.000937,-0.001035,11.819433,-6.88647,0.02149,-0.012521,4.932963,11.819433,-6.896385,0.02149,-0.012539,18.715818,0,0,0,0,0,negative
29,15,14,-2,6,6,33,18,15,0,63,739,39,24,0.002706,15,39,24,15,8.920157,-4.33947,4.580687,-1.190877,0.012071,0.000672,-0.005872,-0.002284,0.786053,-1.687695,10.418184,-5.09078,5.327404,-0.901642,0.014098,-0.006889,0.001064,-0.002284,11.204237,-6.778475,0.015161,-0.009172,4.425762,11.204237,-6.778475,0.015161,-0.009172,17.982712,0,0,0,0,0,negative
62,37,25,3,9,6,68,44,24,3,127,1442,77,50,0.001387,27,77,50,27,14.06427,-6.537618,7.526653,-0.087634,0.009753,0.000439,-0.004534,-0.000499,0.720893,-1.131893,16.15449,-8.784908,7.369582,-0.410999,0.011203,-0.006092,0.0005,-0.000785,16.875383,-9.9168,0.011703,-0.006877,6.958583,16.875383,-9.9168,0.011703,-0.006877,26.792184,1,0,0,0,0,positive
25,12,13,-1,0,1,30,14,16,-1,46,533,30,15,0.005629,15,30,16,14,6.43768,-5.512283,0.925398,-0.63009,0.012078,0,-0.010342,-0.001182,0,-0.63009,8.43029,-6.372405,2.057885,-0.63009,0.015817,-0.011956,0,-0.001182,8.43029,-7.002495,0.015817,-0.013138,1.427795,8.43029,-7.227175,0.015817,-0.013559,15.657465,0,0,0,0,0,negative
31,10,21,0,2,2,33,10,23,0,47,539,35,12,0,23,35,12,23,6.78564,-4.495095,2.290545,0.15569,0.012589,0.001256,-0.00834,-0.000967,0.67706,-0.52137,7.624989,-4.495095,3.129894,0.15569,0.014147,-0.00834,0.001256,-0.000967,8.302049,-5.016465,0.015403,-0.009307,3.285584,8.302049,-5.016465,0.015403,-0.009307,13.318514,0,0,0,0,0,negative
55,22,33,3,5,2,59,28,31,3,94,1137,64,30,0.003518,34,64,30,34,15.751747,-9.34809,6.403657,0.217525,0.013854,0.000636,-0.008222,-0.000444,0.72277,-0.505245,16.93872,-10.660362,6.278358,0.217525,0.014898,-0.009376,0.000636,-0.000444,17.66149,-11.165607,0.015533,-0.00982,6.495883,17.66149,-11.165607,0.015533,-0.00982,28.827097,0,0,0,0,0,positive
28,10,18,2,4,2,31,14,17,2,51,646,35,16,0.003096,19,35,16,19,8.08354,-3.536625,4.546915,1.091985,0.012513,0.001706,-0.005475,-0.000015,1.1019,-0.009915,9.48994,-6.262,3.22794,1.091985,0.01469,-0.009693,0.001706,-0.000015,10.59184,-6.271915,0.016396,-0.009709,4.319925,10.59184,-6.271915,0.016396,-0.009709,16.863755,0,1,0,0,0,negative
28,24,4,4,5,1,31,25,6,4,62,632,36,26,0,10,36,26,10,9.231375,-10.090095,-0.85872,0.86796,0.014607,0.001459,-0.015965,-0.000086,0.92232,-0.05436,10.61217,-10.720635,-0.108465,0.86796,0.016791,-0.016963,0.001459,-0.000086,11.53449,-10.774995,0.018251,-0.017049,0.759495,11.53449,-10.774995,0.018251,-0.017049,22.309485,0,1,0,0,0,negative
21,15,6,1,3,2,27,24,3,1,56,804,30,26,0.007463,4,30,26,4,6.776195,-6.38484,0.391355,-0.09765,0.008428,0.000395,-0.007941,-0.000516,0.344982,-0.71973,10.622305,-10.488313,0.133992,-0.374748,0.013212,-0.013045,0.000429,-0.000895,10.967287,-11.208043,0.013641,-0.01394,-0.240756,10.967287,-11.208043,0.013641,-0.01394,22.17533,0,0,1,1,1,negative
52,25,27,0,2,2,58,28,30,0,90,1229,60,30,0.004068,30,60,30,30,12.44679,-5.001523,7.445267,0.141035,0.010128,0.000159,-0.00407,-0.000044,0.548665,-0.358965,14.603503,-6.689168,7.914335,0.1897,0.011882,-0.005443,0.000446,-0.000292,15.152168,-7.048133,0.012329,-0.005735,8.104035,15.152168,-7.048133,0.012329,-0.005735,22.200301,1,1,1,1,1,positive
36,19,17,2,4,2,41,25,16,2,72,733,45,27,0.002729,18,45,27,18,8.120091,-5.224133,2.895959,0.47684,0.011078,0.000725,-0.007127,-0.000074,0.57246,-0.638235,9.757185,-8.678453,1.078732,-0.065775,0.013311,-0.01184,0.000781,-0.000871,10.329645,-9.316688,0.014092,-0.01271,1.012957,10.329645,-9.316688,0.014092,-0.01271,19.646333,0,0,0,0,0,negative
26,24,2,3,7,7,36,36,0,0,86,853,43,43,0.01993,0,43,43,0,5.502898,-5.775915,-0.273017,-0.14318,0.006451,0.000773,-0.006771,-0.000941,0.65938,-2.131037,7.500378,-8.547834,-1.047457,-1.471657,0.008793,-0.010021,0.000773,-0.002498,8.159758,-10.678871,0.009566,-0.012519,-2.519113,8.159758,-10.678871,0.009566,-0.012519,18.838628,0,0,0,0,0,negative
36,11,25,1,3,2,41,12,29,1,58,691,44,14,0.002894,30,44,14,30,8.554383,-4.81992,3.734463,0.478705,0.01238,0.001253,-0.006975,-0.000561,0.86614,-0.387435,10.57464,-5.171305,5.403335,0.478705,0.015303,-0.007484,0.001253,-0.000561,11.44078,-5.55874,0.016557,-0.008044,5.88204,11.44078,-5.55874,0.016557,-0.008044,16.99952,0,1,1,1,1,positive
22,16,6,7,10,4,28,22,6,6,64,709,38,26,0.004231,12,38,26,12,5.028507,-6.615573,-1.587066,0.378848,0.007092,0.001435,-0.009331,-0.0009,1.139163,-1.149243,5.624175,-9.005527,-3.381352,-0.01008,0.007933,-0.012702,0.001607,-0.001621,6.763338,-10.15477,0.009539,-0.014323,-3.391432,6.763338,-10.15477,0.009539,-0.014323,16.918108,0,0,0,0,0,negative
27,11,16,4,5,0,30,17,13,5,52,604,35,17,0.006623,18,35,17,18,7.86238,-3.99786,3.86452,0.87071,0.013017,0.001442,-0.006619,0,1.22398,0,8.29955,-5.205233,3.094317,1.22398,0.013741,-0.008618,0.002026,0,9.52353,-5.205233,0.015767,-0.008618,4.318297,9.52353,-5.205233,0.015767,-0.008618,14.728763,0,1,0,0,0,negative
71,26,45,12,17,6,81,30,51,11,134,1436,98,36,0.000696,62,98,36,62,16.303825,-9.474975,6.82885,0.6729,0.011354,0.000724,-0.006598,-0.000255,1.03977,-0.505245,21.509096,-11.205045,10.304051,0.534525,0.014978,-0.007803,0.000724,-0.000352,22.548866,-11.71029,0.015703,-0.008155,10.838576,22.548866,-11.71029,0.015703,-0.008155,34.259156,0,1,1,1,1,positive
